sentence,label
음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 연출력이 세계적인 수준이고 그러나 결국에는 실망스러운 완성도에 화가 날 정도다.,0
연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 그럼에도 불구하고 최악의 영화라는 평가를 피할 수 없다.,0
초반부 전개가 매우 흥미진진해서 배우들의 몰입감이 엄청나며 영상미가 압도적으로 화려하고 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 연출력이 세계적인 수준이고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 하지만 결과적으로 실망스러운 완성도에 화가 날 정도다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 연출력이 세계적인 수준이고 하지만 결과적으로 절대 추천하고 싶지 않은 작품이다.,0
연출력이 세계적인 수준이고 초반부 전개가 매우 흥미진진해서 배우들의 몰입감이 엄청나며 하지만 결과적으로 실망스러운 완성도에 화가 날 정도다.,0
배우들의 몰입감이 엄청나며 초반부 전개가 매우 흥미진진해서 음악 선곡이 가슴을 울리고 그럼에도 불구하고 최악의 영화라는 평가를 피할 수 없다.,0
초반부 전개가 매우 흥미진진해서 배우들의 몰입감이 엄청나며 영상미가 압도적으로 화려하고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
배우들의 몰입감이 엄청나며 초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 하지만 결과적으로 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
음악 선곡이 가슴을 울리고 영상미가 압도적으로 화려하고 연출력이 세계적인 수준이고 하지만 결과적으로 실망스러운 완성도에 화가 날 정도다.,0
연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 그러나 결국에는 실망스러운 완성도에 화가 날 정도다.,0
배우들의 몰입감이 엄청나며 음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 연출력이 세계적인 수준이고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 연출력이 세계적인 수준이고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 연출력이 세계적인 수준이고 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
연출력이 세계적인 수준이고 배우들의 몰입감이 엄청나며 영상미가 압도적으로 화려하고 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 그러나 결국에는 실망스러운 완성도에 화가 날 정도다.,0
연출력이 세계적인 수준이고 영상미가 압도적으로 화려하고 초반부 전개가 매우 흥미진진해서 하지만 결과적으로 최악의 영화라는 평가를 피할 수 없다.,0
음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 그럼에도 불구하고 최악의 영화라는 평가를 피할 수 없다.,0
연출력이 세계적인 수준이고 초반부 전개가 매우 흥미진진해서 음악 선곡이 가슴을 울리고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
초반부 전개가 매우 흥미진진해서 연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 하지만 결과적으로 최악의 영화라는 평가를 피할 수 없다.,0
배우들의 몰입감이 엄청나며 음악 선곡이 가슴을 울리고 연출력이 세계적인 수준이고 그러나 결국에는 최악의 영화라는 평가를 피할 수 없다.,0
초반부 전개가 매우 흥미진진해서 음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 그러나 결국에는 실망스러운 완성도에 화가 날 정도다.,0
영상미가 압도적으로 화려하고 배우들의 몰입감이 엄청나며 초반부 전개가 매우 흥미진진해서 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 하지만 결과적으로 실망스러운 완성도에 화가 날 정도다.,0
음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 연출력이 세계적인 수준이고 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
배우들의 몰입감이 엄청나며 연출력이 세계적인 수준이고 초반부 전개가 매우 흥미진진해서 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
초반부 전개가 매우 흥미진진해서 배우들의 몰입감이 엄청나며 연출력이 세계적인 수준이고 그러나 결국에는 절대 추천하고 싶지 않은 작품이다.,0
초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 배우들의 몰입감이 엄청나며 그러나 결국에는 최악의 영화라는 평가를 피할 수 없다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 하지만 결과적으로 실망스러운 완성도에 화가 날 정도다.,0
배우들의 몰입감이 엄청나며 음악 선곡이 가슴을 울리고 연출력이 세계적인 수준이고 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
음악 선곡이 가슴을 울리고 배우들의 몰입감이 엄청나며 영상미가 압도적으로 화려하고 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 영상미가 압도적으로 화려하고 하지만 결과적으로 절대 추천하고 싶지 않은 작품이다.,0
연출력이 세계적인 수준이고 영상미가 압도적으로 화려하고 초반부 전개가 매우 흥미진진해서 그럼에도 불구하고 절대 추천하고 싶지 않은 작품이다.,0
초반부 전개가 매우 흥미진진해서 연출력이 세계적인 수준이고 음악 선곡이 가슴을 울리고 하지만 결과적으로 최악의 영화라는 평가를 피할 수 없다.,0
영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 초반부 전개가 매우 흥미진진해서 그럼에도 불구하고 실망스러운 완성도에 화가 날 정도다.,0
연출력이 세계적인 수준이고 배우들의 몰입감이 엄청나며 음악 선곡이 가슴을 울리고 그럼에도 불구하고 최악의 영화라는 평가를 피할 수 없다.,0
배우들의 몰입감이 엄청나며 영상미가 압도적으로 화려하고 음악 선곡이 가슴을 울리고 하지만 결과적으로 최악의 영화라는 평가를 피할 수 없다.,0
